Unnamed: 0,token,lemma_fll,lemma@POS,status,lemma,POS,tokenURI,sent_id,NER,RE_artikel,nested_RE_artikel
182,insontibus,242173447,insons@ADJ,lta-multiple-wfs-unique-lemma,insons,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000183,3,,,
183,adfligebant,3530931,affligo@V,lta-unique-wf,affligo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000184,3,,,
184,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000185,3,,,
185,3,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000186,4,,,
186,Eminuit,5214838,emineo@V,lta-unique-wf,emineo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000187,4,,,
187,autem,109794,autem@CON,lta-unique-wf,autem,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000188,4,,,
188,inter,109589,inter@AP,lta-unique-wf,inter,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000189,4,,,
189,humilia,2397208,humilis@ADJ,lta-multiple-wfs-unique-lemma,humilis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000190,4,,,
190,supergressa,244519968,supergradior@V,lta-unique-wf,supergradior,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000191,4,,,
191,iam,183427,iam@ADV,lta-unique-wf,iam,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000192,4,,,
192,impotentia,1084496,impotentia@NN,lta-multiple-wfs-unique-lemma,impotentia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000193,4,,,
193,fines,1034447,finis@NN,lta-multiple-wfs-unique-lemma,finis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000194,4,,,
194,mediocrium,2651869,mediocris@ADJ,lta-multiple-wfs-unique-lemma,mediocris,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000195,4,,,
195,delictorum,946373,delictum@NN,lta-unique-wf,delictum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000196,4,,,
196,nefanda,502914217,nefandus@ADJ,lta-multiple-wfs-unique-lemma,nefandus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000197,4,,,
197,Clematii,607982,Clematius@NP,lta-unique-wf,Clematius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000198,4,B-PERS,RE-Klematios_1,
198,cuiusdam,455977225,quidam@PRO,lta-multiple-wfs-unique-lemma,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000199,4,,,
199,Alexandrini,285549,Alexandrinus@NP,lta-multiple-super-lemmata,Alexandrinus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000200,4,B-LOC,,
200,nobilis,2702217,nobilis@ADJ,lta-multiple-wfs-unique-lemma,nobilis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000201,4,,,
201,mors,243397133,mors@NN,lta-multiple-wfs-unique-lemma,mors,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000202,4,,,
202,repentina,2973364,repentinus@ADJ,lta-multiple-wfs-unique-lemma,repentinus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000203,4,,,
203,;,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000204,4,,,
204,cuius,296826593,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000205,4,,,
205,socrus,243462562,socrus@NN,lta-multiple-wfs-unique-lemma,socrus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000206,4,,,
206,cum,109543,cum@AP,lta-unique-wf,cum,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000207,4,,,
207,misceri,6249616,misceo@V,lta-unique-wf,misceo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000208,4,,,
208,sibi,554766465,sui@PRO,lta-multiple-wfs-unique-lemma,sui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000209,4,,,
209,generum,1052286,genus@NN,lta-unique-wf,genus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000210,4,,,
210,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000211,4,,,
211,flagrans,242041423,flagrans@ADJ,lta-multiple-wfs-unique-lemma,flagrans,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000212,4,,,
212,eius,244510026,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000213,4,,,
213,amore,243058930,amor@NN,lta-unique-wf,amor,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000214,4,,,
214,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000215,4,,,
215,non,241322627,non@ADV,lta-unique-wf,non,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000216,4,,,
216,impetraret,5725588,impetro@V,lta-unique-wf,impetro,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000217,4,,,
217,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000218,4,,,
218,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000219,4,,,
219,ferebatur,442549,fero@V,lta-unique-wf,fero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000220,4,,,
220,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000221,4,,,
221,per,109612,per@AP,lta-unique-wf,per,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000222,4,,,
222,palatii,244989995,palatium@NN,lta-multiple-wfs-unique-lemma,palatium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000223,4,,,
223,pseudothyrum,1293031,pseudothyrum@NN,lta-multiple-wfs-unique-lemma,pseudothyrum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000224,4,,,
224,introducta,6004379,introduco@V,lta-multiple-wfs-unique-lemma,introduco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000225,4,,,
225,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000226,4,,,
226,oblato,1199262,oblatus@NN,lta-multiple-wfs-unique-lemma,oblatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000227,4,,,
227,pretioso,2885628,pretiosus@ADJ,lta-multiple-wfs-unique-lemma,pretiosus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000228,4,,,
228,reginae,1315109,regina@NN,lta-multiple-wfs-unique-lemma,regina,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000229,4,,,
229,monili,243396705,monile@NN,lta-multiple-wfs-unique-lemma,monile,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000230,4,,,
230,id,242816237,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000231,4,,,
231,adsecuta,241707961,assecutus@ADJ,lta-multiple-wfs-unique-lemma,assecutus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000232,4,,,
232,est,242825881,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000233,4,,,
233,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000234,4,,,
234,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000235,4,,,
235,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000236,4,,,
236,Honoratum,658083,Honoratus@NP,lta-unique-wf,Honoratus,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000237,4,B-PERS,RE-Honoratus_6,
237,tum,248803,tum@ADV,lta-unique-wf,tum,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000238,4,,,
238,comitem,877376,comes@NN,lta-unique-wf,comes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000239,4,,,
239,orientis,1216653,oriens@NN,lta-unique-wf,oriens,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000240,4,,,
240,formula,1039245,formula@NN,lta-multiple-wfs-unique-lemma,formula,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000241,4,,,
241,missa,1170459,missa@NN,lta-multiple-wfs-unique-lemma,missa,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000242,4,,,
242,letali,2607671,letalis@ADJ,lta-multiple-wfs-unique-lemma,letalis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000243,4,,,
243,omnino,209702,omnino@ADV,lta-unique-wf,omnino,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000244,4,,,
244,scelere,243456587,scelus@NN,lta-unique-wf,scelus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000245,4,,,
245,nullo,244510498,nullus@PRO,lta-multiple-wfs-unique-lemma,nullus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000246,4,,,
246,contactus,241420691,contactus@NN,lta-multiple-wfs-unique-lemma,contactus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000247,4,,,
247,idem,244509770,idem@PRO,lta-multiple-wfs-unique-lemma,idem,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000248,4,,,
248,Clematius,607995,Clematius@NP,lta-multiple-wfs-unique-lemma,Clematius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000249,4,B-PERS,RE-Klematios_1,
249,nec,109873,nec@CON,lta-unique-wf,nec,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000250,4,,,
250,hiscere,5635481,hisco@V,lta-unique-wf,hisco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000251,4,,,
251,nec,109873,nec@CON,lta-unique-wf,nec,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000252,4,,,
252,loqui,6165560,loquor@V,lta-unique-wf,loquor,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000253,4,,,
253,permissus,497499278,permissus@NN,lta-multiple-wfs-unique-lemma,permissus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000254,4,,,
254,occideretur,6444545,occido@V,lta-unique-wf,occido,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000255,4,,,
255,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000256,4,,,
256,4,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000257,5,,,
257,Post,218254,post@ADV,lta-unique-wf,post,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000258,5,,,
258,hoc,244509722,hic@PRO,lta-multiple-wfs-unique-lemma,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000259,5,,,
259,impie,185909,impie@ADV,lta-unique-wf,impie,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000260,5,,,
260,perpetratum,6639653,perpetro@V,lta-multiple-wfs-unique-lemma,perpetro,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000261,5,,,
261,quod,109988,quod@CON,lta-unique-wf,quod,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000262,5,,,
262,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000263,5,,,
263,aliis,595330594,alius@NN,lta-multiple-wfs-unique-lemma,alius,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000264,5,,,
264,quoque,226371,quoque@ADV,lta-unique-wf,quoque,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000265,5,,,
265,iam,183427,iam@ADV,lta-unique-wf,iam,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000266,5,,,
266,timebatur,7795472,timeo@V,lta-unique-wf,timeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000267,5,,,
267,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000268,5,,,
268,tamquam,110047,tamquam@CON,lta-unique-wf,tamquam,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000269,5,,,
269,licentia,1139321,licentia@NN,lta-multiple-wfs-unique-lemma,licentia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000270,5,,,
270,crudelitati,924706,crudelitas@NN,lta-multiple-wfs-unique-lemma,crudelitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000271,5,,,
271,indulta,242148342,indultus@ADJ,lta-multiple-wfs-unique-lemma,indultus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000272,5,,,
272,per,109612,per@AP,lta-unique-wf,per,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000273,5,,,
273,suspicionum,243478503,suspicio@NN,lta-multiple-wfs-unique-lemma,suspicio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000274,5,,,
274,nebulas,1187575,nebula@NN,lta-multiple-wfs-unique-lemma,nebula,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000275,5,,,
275,aestimati,3516693,aestimo@V,lta-multiple-wfs-unique-lemma,aestimo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000276,5,,,
276,quidam,244511146,quidam@PRO,lta-multiple-wfs-unique-lemma,quidam,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000277,5,,,
277,noxii,2707213,noxius@ADJ,lta-multiple-wfs-unique-lemma,noxius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000278,5,,,
278,damnabantur,4684152,damno@V,lta-unique-wf,damno,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000279,5,,,
279,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000280,5,,,
280,Quorum,244510938,qui@PRO,lta-multiple-wfs-unique-lemma,qui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000281,6,,,
281,pars,243414710,pars@NN,lta-multiple-wfs-unique-lemma,pars,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000282,6,,,
282,necati,6311907,neco@V,lta-multiple-wfs-unique-lemma,neco,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000283,6,,,
283,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000284,6,,,
284,alii,741310,alius@NN,lta-multiple-wfs-unique-lemma,alius,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000285,6,,,
285,puniti,1298241,punitus@NN,lta-multiple-wfs-unique-lemma,punitus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000286,6,,,
286,bonorum,814819,bonus@NN,lta-unique-wf,bonus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000287,6,,,
287,multatione,243397986,multatio@NN,lta-unique-wf,multatio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000288,6,,,
288,actique,503467291,actus@ADJ,lta-multiple-wfs-unique-lemma,actus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000289,6,,,
289,laribus,241373150,Lares@NP,lta-unique-wf,Lares,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000290,6,,,
290,suis,297473112,suus@PRO,lta-multiple-wfs-unique-lemma,suus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000291,6,,,
291,extorres,2302187,extorris@ADJ,lta-multiple-wfs-unique-lemma,extorris,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000292,6,,,
292,nullo,244510498,nullus@PRO,lta-multiple-wfs-unique-lemma,nullus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000293,6,,,
293,sibi,554766465,sui@PRO,lta-multiple-wfs-unique-lemma,sui,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000294,6,,,
294,relicto,7131516,relinquo@V,lta-multiple-wfs-unique-lemma,relinquo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000295,6,,,
295,praeter,109624,praeter@AP,lta-unique-wf,praeter,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000296,6,,,
296,querelas,1303925,querela@NN,lta-multiple-wfs-unique-lemma,querela,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000297,6,,,
297,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000298,6,,,
298,lacrimas,1127081,lacrima@NN,lta-multiple-wfs-unique-lemma,lacrima,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000299,6,,,
299,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000300,6,,,
300,stipe,243466580,stips@NN,lta-unique-wf,stips,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000301,6,,,
301,conlaticia,1910213,collaticius@ADJ,lta-multiple-wfs-unique-lemma,collaticius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000302,6,,,
302,victitabant,8003957,victito@V,lta-unique-wf,victito,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000303,6,,,
303,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000304,6,,,
304,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000305,6,,,
305,civili,480989878,civilis@NN,lta-multiple-wfs-unique-lemma,civilis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000306,6,,,
306,iustoque,498919526,iustus@ADJ,lta-multiple-wfs-unique-lemma,iustus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000307,6,,,
307,imperio,242825949,imperium@NN,lta-multiple-wfs-unique-lemma,imperium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000308,6,,,
308,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000309,6,,,
309,voluntatem,243502119,voluntas@NN,lta-unique-wf,voluntas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000310,6,,,
310,converso,4581765,converto@V,lta-multiple-wfs-unique-lemma,converto,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000311,6,,,
311,cruentam,2070805,cruentus@ADJ,lta-unique-wf,cruentus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000312,6,,,
312,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000313,6,,,
313,claudebantur,309036,claudo@V,lta-multiple-wfs-unique-lemma,claudo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000314,6,,,
314,opulentae,2750362,opulentus@ADJ,lta-multiple-wfs-unique-lemma,opulentus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000315,6,,,
315,domus,297496570,domus@NN,lta-multiple-wfs-unique-lemma,domus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000316,6,,,
316,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000317,6,,,
317,clarae,1887189,clarus@ADJ,lta-multiple-wfs-unique-lemma,clarus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000318,6,,,
318,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000319,6,,,
319,5,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000320,7,,,
320,Nec,109873,nec@CON,lta-unique-wf,nec,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000321,7,,,
321,vox,243502648,vox@NN,lta-multiple-wfs-unique-lemma,vox,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000322,7,,,
322,accusatoris,243237498,accusator@NN,lta-multiple-wfs-unique-lemma,accusator,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000323,7,,,
323,ulla,244512258,ullus@PRO,lta-multiple-wfs-unique-lemma,ullus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000324,7,,,
324,licet,6146497,licet@V,lta-unique-wf,licet,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000325,7,,,
325,subditicii,3095715,subditicius@ADJ,lta-multiple-wfs-unique-lemma,subditicius,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000326,7,,,
326,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000327,7,,,
327,his,602163922,is@PRO,lta-unique-wf,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000328,7,,,
328,malorum,1154232,malum@NN,lta-unique-wf,malum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000329,7,,,
329,quaerebatur,7026977,quaero@V,lta-unique-wf,quaero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000330,7,,,
330,acervis,706588,acervus@NN,lta-multiple-wfs-unique-lemma,acervus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000331,7,,,
331,ut,110063,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000332,7,,,
332,saltem,232221,saltem@ADV,lta-unique-wf,saltem,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000333,7,,,
333,specie,243464006,species@NN,lta-unique-wf,species,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000334,7,,,
334,tenus,243481370,tenus@NN,lta-multiple-wfs-unique-lemma,tenus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000335,7,,,
335,crimina,922838,crimen@NN,lta-multiple-wfs-unique-lemma,crimen,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000336,7,,,
336,praescriptis,242457811,praescriptus@ADJ,lta-multiple-wfs-unique-lemma,praescriptus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000337,7,,,
337,legum,1137967,lex@NN,lta-unique-wf,lex,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000338,7,,,
338,committerentur,4285528,committo@V,lta-unique-wf,committo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000339,7,,,
339,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000340,7,,,
340,quod,109988,quod@CON,lta-unique-wf,quod,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000341,7,,,
341,aliquotiens,119689,aliquoties@ADV,lta-unique-wf,aliquoties,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000342,7,,,
342,fecere,5475763,facio@V,lta-unique-wf,facio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000343,7,,,
343,principes,1278661,princeps@NN,lta-multiple-wfs-unique-lemma,princeps,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000344,7,,,
344,saevi,242582628,saevus@ADJ,lta-multiple-wfs-unique-lemma,saevus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000345,7,,,
345,:,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000346,7,,,
346,sed,110012,sed@CON,lta-unique-wf,sed,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000347,7,,,
347,quicquid,244511596,quisquis@PRO,lta-multiple-wfs-unique-lemma,quisquis,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000348,7,,,
348,Caesaris,340296,Caesar@NP,lta-unique-wf,Caesar,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000349,7,B-PERS,RE-Constantius_5,
349,implacabilitati,243363885,implacabilitas@NN,lta-multiple-wfs-unique-lemma,implacabilitas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000350,7,,,
350,sedisset,7339225,sedeo@V,lta-unique-wf,sedeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000351,7,,,
351,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000352,7,,,
352,id,242816237,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000353,7,,,
353,velut,251930,velut@ADV,lta-unique-wf,velut,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000354,7,,,
354,fas,241434055,fas@NN,lta-multiple-wfs-unique-lemma,fas,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000355,7,,,
355,iusque,498538194,ius@NN,lta-multiple-wfs-unique-lemma,ius,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00000356,7,,,
